strain_id;probiotic_name;brand;strain_name;target;status;effect;icd;class;references_linkage;reference;taxonomy_id;detailed_effect;ncbi_genome;mbgd_genome;lineage
Probio_H_00027;Bacillus coagulans;"AST Enzymes; SEBbiotic";-;Human;Marketed;Promotes healthy digestion and nutrient absorption, microflora recolonization;K00-K93;(K00-K93) Diseases of the digestive system;https://www.amazon.com/Floracor-GI-Vegetarian-Intestinal-Absorption-Satisfaction/dp/B00JV3QA4W/ref=sr_1_1?s=hpc&ie=UTF8&qid=1480084134&sr=1-1-spons&keywords=AST%2BEnzymes%2Bprobiotic&smid=A1EQZSXTGMED14&th=1;Amazon Website;1398;Promotes healthy digestion and nutrient absorption, microflora recolonization;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00028;Bacillus coagulans;Neolactoflorene;-;Human;Marketed;Irritable bowel syndrome (IBS);K58;(K00-K93) Diseases of the digestive system;http://www.ncbi.nlm.nih.gov/pubmed/?term=16102604;Hong HA, Duc le H, Cutting SM. The use of bacterial spore formers as probiotics. <i>FEMS Microbiol Rev</i>. 2005 Sep. 29(4):813-35.;1398;Info will be available soon;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00029;Bacillus coagulans;-;-;Human;Clinical trial;Antibiotic-induced diarrhoea;"A09; K59.1";"(A00-B99) Certain infectious and parasitic diseases; (K00-K93) Diseases of the digestive system";http://www.ncbi.nlm.nih.gov/pubmed/?term=14608267;La Rosa M, Bottaro G, Gulino N, Gambuzza F, Di Forti F, Inì G, Tornambè E. [Prevention of antibiotic-associated diarrhea with Lactobacillus sporogens and fructo-oligosaccharides in children. A multicentric double-blind vs placebo study]. <i>Minerva Pediatr</i>. 2003 Oct. 55(5):447-52. Italian.;1398;Significantly reduced the number of days and duration of events in children with antibiotic-induced diarrhea.;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00030;Bacillus coagulans;Lactol;-;Human;Clinical trial;Irritable bowel syndrome (IBS);K58;(K00-K93) Diseases of the digestive system;http://www.ncbi.nlm.nih.gov/pubmed/?term=25120896;Rogha M, Esfahani MZ, Zargarzadeh AH. The efficacy of a synbiotic containing  Bacillus Coagulans in treatment of irritable bowel syndrome: a randomized placebo-controlled trial. <i>Gastroenterol Hepatol Bed Bench</i>. 2014 Summer. 7(3):156-63.;1398;Bacillus Coagulans improves abdominal pain and diarrhea in IBS patients.;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00031;Bacillus coagulans;-;-;Human;Clinical trial;Type 2 diabetes;E11;(E00-E90) Endocrine, nutritional and metabolic diseases;http://www.ncbi.nlm.nih.gov/pubmed/?term=24706266;Shakeri H, Hadaegh H, Abedi F, Tajabadi-Ebrahimi M, Mazroii N, Ghandi Y, Asemi Z. Consumption of synbiotic bread decreases triacylglycerol and VLDL levels while increasing HDL levels in serum from patients with type-2 diabetes. <i>Lipids</i>.  2014 Jul. 49(7):695-701.;1398;This randomized double-blinded controlled clinical trial indicated that Consumption of synbiotic bread decreases triacylglycerol and VLDL levels while increasing HDL levels in serum from patients with type-2 diabetes.;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00032;Bacillus coagulans;Colinox;-;Human;Clinical trial;Irritable bowel syndrome (IBS);K58;(K00-K93) Diseases of the digestive system;http://www.ncbi.nlm.nih.gov/pubmed/?term=24867512;Urgesi R, Casale C, Pistelli R, Rapaccini GL, de Vitis I. A randomized double-blind placebo-controlled clinical trial on efficacy and safety of association of simethicone and Bacillus coagulans (Colinox®) in patients with irritable bowel syndrome. <i>Eur Rev Med Pharmacol Sci</i>. 2014. 18(9):1344-53.;1398;This is the first randomized double-blind placebo-controlled clinical trial demonstrating the efficacy and safety of a combination of simethicone and Bacillus coagulans in treatment of IBS.;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00033;Bacillus coagulans;Schiff;BC 681-30,6086;Human;Marketed;Maintains a healthy microbial environment;;Maintenance of human gut microenvironment;https://www.amazon.com/Schiff-Digestive-Advantage-Probiotic-Gummies/dp/B008OVLJXE/ref=sr_1_1_a_it?ie=UTF8&qid=1479952328&sr=8-1&keywords=Schiff%2Bprobiotics&th=1;Amazon Website;1398;Maintains a healthy microbial environment;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00034;Bacillus coagulans;Sorbera;BC-30;Human;Marketed;Restores the balance of intestinal flora, inhibiting the growth of bad bacteria, supporting healthy metabolism and may support bowel regularity;;Maintenance of human gut microenvironment;https://www.amazon.com/Sorbera-Advanced-Probiotic-Prebiotic-Billion/dp/B00EZWXT8E/ref=sr_1_1_a_it?ie=UTF8&qid=1480054014&sr=8-1&keywords=Sorbera;Amazon Website;1398;Restore the balance of intestinal flora, inhibiting the growth of bad bacteria, supporting healthy metabolism and may support bowel regularity;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00035;Bacillus coagulans;"Sustenex; Digestive Advantage";BC-30;Human;Marketed;Food digestion;"A09; K59.1";"(A00-B99) Certain infectious and parasitic diseases; (K00-K93) Diseases of the digestive system";http://cdrf.org/home/checkoff-investments/usprobiotics/products-with-probiotics/;Products with Probiotics.;1398;help provide relief from minor abdominal discomfort, bloating, and occasional diarrhea;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00036;Bacillus coagulans;"Schiff; Digestive Advantage";GBI-30;Human;Marketed;Maintains a healthy microbial environment;;Maintenance of human gut microenvironment;https://www.amazon.com/Schiff-Digestive-Advantage-Probiotic-Gummies/dp/B008OVLJXE/ref=sr_1_1_a_it?ie=UTF8&qid=1479952328&sr=8-1&keywords=Schiff%2Bprobiotics&th=1;Amazon Website;1398;Maintains a healthy microbial environment;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00037;Bacillus coagulans;GanedenBC;GBI-30 (6086);Human;Clinical trial;Irritable bowel syndrome (IBS);K58;(K00-K93) Diseases of the digestive system;http://www.ncbi.nlm.nih.gov/pubmed/?term=20140275;Dolin BJ. Effects of a proprietary Bacillus coagulans preparation on symptoms of diarrhea-predominant irritable bowel syndrome. <i>Methods Find Exp Clin  Pharmacol</i>. 2009 Dec. 31(10):655-9.;1398;Of the remaining 52 patients with IBS-D, the average number of bowel movements per day was significantly reduced for patients treated with B. coagulans GBI-30, 6086 when compared to placebo (P = 0.042).;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00038;Bacillus coagulans;"Seeking Health; SmartyPants Gummy Vitamins; U.S.Doctors'clinical";IS-2;Human;Marketed;May help support a healthy intestinal environment;;Maintenance of human gut microenvironment;https://www.amazon.com/Coagulans-Acid-Resistant-Vegetarian-Seeking-Health/dp/B015G5TYWS/ref=sr_1_8_s_it?s=hpc&ie=UTF8&qid=1479912754&sr=1-8&keywords=Seeking+Health+probiotics;Amazon Website;1398;May help support a healthy intestinal environment;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00039;Bacillus coagulans;Lactospore;MTCC 5856;Human;Marketed;Effective in diarrhoea predominant IBS patients;"A09; K59.1";"(A00-B99) Certain infectious and parasitic diseases; (K00-K93) Diseases of the digestive system";http://www.ncbi.nlm.nih.gov/pubmed/?term=16102604;Hong HA, Duc le H, Cutting SM. The use of bacterial spore formers as probiotics. <i>FEMS Microbiol Rev</i>. 2005 Sep. 29(4):813-35.;1398;Info will be available soon;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00040;Bacillus coagulans;Life Extension;MTCC5856;Human;Marketed;Creates a natural protective shield that resists digestion in the stomach allowing it to fully colonize the intestines;;Maintenance of human gut microenvironment;https://www.amazon.com/Life-Extension-Enhanced-Digestive-Probiotics/dp/B017WUGOD2/ref=sr_1_2_s_it?s=hpc&ie=UTF8&qid=1479910011&sr=1-2&keywords=Life+Extension+probiotics;Amazon Website;1398;Creates a natural protective shield that resists digestion in the stomach allowing it to fully colonize the intestines;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00041;Bacillus coagulans;"Supermova Naturals; GardaVita";Unique IS-2;Human;Marketed;Helps us digest food and regulates our immune system;K00-K93;"(K00-K93) Diseases of the digestive system; Immune health";https://www.amazon.com/Supernova-Naturals-Probiotics-Prebiotics-Refrigeration/dp/B00IIOUUAA/ref=sr_1_sc_1_s_it?s=hpc&ie=UTF8&qid=1480084598&sr=1-1-spell&keywords=Supermova+Naturals+Bacillus+coagulans;Amazon Website;1398;Helping us digest food and regulate our immune system;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00042;Bacillus coagulans;Unique IS2 spores preparation;Unique IS-2  (ATCC PTA-11748);Human;Clinical trial;Bacterial vaginosis;"A00-B99; N76.0";"(A00-B99) Certain infectious and parasitic diseases; (N00-N99) Diseases of the genitourinary system";http://www.ncbi.nlm.nih.gov/pubmed/?term=23997330;Ratna Sudha M, Yelikar KA, Deshpande S. Clinical Study of Bacillus coagulans Unique IS-2 (ATCC PTA-11748) in the Treatment of Patients with Bacterial Vaginosis. <i>Indian J Microbiol</i>. 2012 Sep. 52(3):396-9.;1398;The results of present study indicate that strain Bacillus coagulans Unique IS-2 can provide benefits to women being treated with antibiotics to cure an infectious condition.;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00043;Bacillus coagulans ;SNZ1969;-;Human;Marketed;Diarrhoea;"A09; K59.1";"(A00-B99) Certain infectious and parasitic diseases; (K00-K93) Diseases of the digestive system";http://search.proquest.com/openview/1f9c4ef5b24ae8984673ad8075a276fc/1?pq-origsite=gscholar&cbl=136102;Sharma A V,Sharma Sanjeev.The current status of probiotics-A report from India. <i>International Journal of Probiotics and Prebiotics</i>. 2015. 10:47-52.;1398;Effective in replensibing the distrubed gut flora and cost effective;http://www.ncbi.nlm.nih.gov/genome/1356;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00044;Bacillus licheniformis;Biosporin;2336;Human;Marketed;Acute enteric infections;"A00-A09; K59";"(A00-B99) Certain infectious and parasitic diseases; (K00-K93) Diseases of the digestive system";http://www.ncbi.nlm.nih.gov/pubmed/?term=16102604;Gracheva NM, et al. (1996) [The efficacy of the new bacterial preparation biosporin in treating acute intestinal infections]. Zhurnal mikrobiologii, epidemiologii, i immunobiologii (1):75-77.;1402;Info will be available soon;http://www.ncbi.nlm.nih.gov/genome/412;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]; [species group:Bacillus subtilis group]"
Probio_H_00045;Bacillus licheniformis;BlackMP-Foods for Athletes;-;Human;Marketed;Supports digestive health;K00-K93;(K00-K93) Diseases of the digestive system;https://www.amazon.com/BlackMP-Living-Powder-Probiotic-Children/dp/B00QSGWJX6/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1480058500&sr=1-2&keywords=BlackMP-Foods+for+Athletes;Amazon Website;1402;Support digestive health;http://www.ncbi.nlm.nih.gov/genome/412;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]; [species group:Bacillus subtilis group]"
Probio_H_00046;Bacillus licheniformis;Biosporin;-;Human;Clinical trial;Acute enteric infections;"A00-A09; K59";"(A00-B99) Certain infectious and parasitic diseases; (K00-K93) Diseases of the digestive system";http://www.ncbi.nlm.nih.gov/pubmed/?term=8820685;Gracheva NM, Gavrilov AF, Solov'eva AI, Smirnov VV, Sorokulova IB, Reznik SR, Chudnovskaia NV. [The efficacy of the new bacterial preparation biosporin in  treating acute intestinal infections]. <i>Zh Mikrobiol Epidemiol Immunobiol</i>. 1996 Jan-Feb. (1):75-7. Russian.;1402;Biosporin  containing 2 x 10(9) microbial cells (Bacillus subtilis and Bacillus licheniformis) is recommended for use in medical practice for the treatment of patients with acute enteric infections.;http://www.ncbi.nlm.nih.gov/genome/412;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]; [species group:Bacillus subtilis group]"
Probio_H_00047;Bacillus macerans (Paenibacillus macerans);Prescript-Assist;-;Human;Marketed;"Maintains Healthy GI-Tract MicroFloral Ecologies; Promotes Normal Bowel Function; Supports Gut Immune-System; Assists in Stabilizing the Gut Mucosal Barrier; Supports Normal Absorption and Assimilation of Nutrients in the Gut";;Maintenance of human gut microenvironment;https://www.amazon.com/Prescript-Assist-B0049NW9UI-Probiotic-60-Caps/dp/B00JB2GOFI/ref=sr_1_1?s=hpc&ie=UTF8&qid=1480057517&sr=1-1-spons&keywords=Prescript-Assist&psc=1&smid=A3BZICTU10T77Z;Amazon Website;44252;"Maintains Healthy GI-Tract MicroFloral Ecologies; Promotes Normal Bowel Function; Supports Gut Immune-System; Assists in Stabilizing the Gut Mucosal Barrier; Supports Normal Absorption and Assimilation of Nutrients in the Gut";http://www.ncbi.nlm.nih.gov/genome/33271;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Paenibacillaceae]; [genus:Paenibacillus]"
Probio_H_00048;Bacillus megaterium;BlackMP-Foods for Athletes;-;Human;Marketed;Supports digestive health;K00-K93;(K00-K93) Diseases of the digestive system;https://www.amazon.com/BlackMP-Living-Powder-Probiotic-Children/dp/B00QSGWJX6/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1480058500&sr=1-1&keywords=BlackMP-Foods+for+Athletes;Amazon Website;1404;Support digestive health;http://www.ncbi.nlm.nih.gov/genome/945;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00049;Bacillus megaterium;-;VHM1;Human;Research;Flatulence;R14.2;(R00-R99) Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;http://www.ncbi.nlm.nih.gov/pubmed/?term=21124061;Patil AG, K PK, Mulimani VH, Veeranagouda Y, Lee K. alpha-Galactosidase from Bacillus megaterium VHM1 and its application in removal of flatulence-causing factors from soymilk. <i>J Microbiol Biotechnol</i>. 2010 Nov. 20(11):1546-54.;1404;Removal of flatulence-causing factors from soymilk.  The B megaterium VHM1 enzyme treatment completely hydrolyzed flatulence-causing sugars of soymilk within one and half hour.;http://www.ncbi.nlm.nih.gov/genome/945;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
Probio_H_00050;Bacillus mesentericus;Bio-three;TO-A;Human;Marketed;Enhances the level of beneficial bacteria in the intestine;;"Maintenance of human gut microenvironment; Immune health";http://www.bio-three.com/index.php;-;1408;Effectively improve and enhance the level of beneficial bacteria in the intestine, thus preserving the health of human beings and animals alike.;-;-;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Bacillales]; [family:Bacillaceae]; [genus:Bacillus]"
